golddiffat10,golddiffat15,firstmidtower,firstherald,dragons,opp_dragons,real,predito,probabilidade,blue1,blue2,blue3,blue4,blue5,red1,red2,red3,red4,red5
-0.81429994500199,-0.7195116365074204,0.8545364580516941,0.7947194142390263,-0.11788934126948536,1.0858424145383414,1,0,0.2836569565778427,Taliyah,Pantheon,Gwen,Ezreal,Leona,Yone,Sejuani,Ambessa,Miss Fortune,Neeko
