golddiffat10,golddiffat15,golddiffat20,firstmidtower,firstherald,dragons,opp_dragons,void_grubs,opp_void_grubs,real,predito,probabilidade,blue1,blue2,blue3,blue4,blue5,red1,red2,red3,red4,red5
-1.9457044526023415,-1.1166995439592218,-0.16051812579377206,-1.1702250858669698,-1.2583057392117918,-0.11788934126948536,0.3645328105950146,-0.6971289514437669,0.6971289514437669,1,0,0.31123357855243544,Ahri,Nocturne,Senna,Ambessa,Nautilus,Gwen,Poppy,Draven,Corki,Sejuani
-0.81429994500199,-0.7195116365074204,0.1691071146788004,0.8545364580516941,0.7947194142390263,-0.11788934126948536,1.0858424145383414,-0.6971289514437669,0.6971289514437669,1,0,0.3709753270900677,Taliyah,Pantheon,Gwen,Ezreal,Leona,Yone,Sejuani,Ambessa,Miss Fortune,Neeko
