pick1,pick2,pick3,pick4,pick5,result,poke_avg,cc_avg,mobilidade_avg,tipo_predito
Xin Zhao,Kog'Maw,Braum,K'Sante,Senna,0,0.508,0.8,0.776, POKE
Viktor,Wukong,Smolder,Milio,Ornn,1,0.43600000000000005,1.0,0.8039999999999999,PEEL
Yorick,Senna,Leona,Sylas,Viego,1,0.43199999999999994,0.8,0.804,PEEL
Rakan,Xayah,Sion,Kindred,Aurora,0,0.568,0.6,0.8240000000000001,PEEL
Pantheon,Sion,Lucian,Milio,Ahri,1,0.542,0.6,0.826,PEEL
Wukong,Varus,Aatrox,Renata Glasc,Taliyah,0,0.526,0.6,0.8039999999999999, POKE
Ezreal,Sejuani,Yone,Yuumi,Camille,0,0.442,0.6,0.8240000000000001,PEEL
Karma,Jhin,Akali,Jarvan IV,Ambessa,1,0.5359999999999999,0.6,0.8220000000000001,PEEL
Naafiri,Corki,Nautilus,Sion,Sylas,0,0.418,0.6,0.796, PEEL
Diana,Ezreal,Yasuo,Rakan,Ambessa,1,0.534,0.4,0.8460000000000001, SPLIT
Braum,Ahri,Ambessa,Skarner,Ezreal,0,0.504,0.8,0.808, POKE
Gwen,Taliyah,Pantheon,Jhin,Alistar,1,0.54,0.4,0.7839999999999999,MAPA
Pantheon,Ezreal,Leona,K'Sante,Syndra,0,0.472,0.6,0.7939999999999999, PEEL
Taliyah,Xin Zhao,Alistar,Miss Fortune,Gnar,1,0.492,0.6,0.7979999999999998, PEEL
Taliyah,Senna,Nautilus,Jayce,Sejuani,1,0.5660000000000001,0.6,0.758, BURST
Maokai,Miss Fortune,Hwei,Rell,Sion,0,0.426,0.8,0.76,SPLIT
Rumble,Naafiri,Akali,Corki,Rakan,1,0.53,0.4,0.834, SPLIT
Orianna,Xin Zhao,Gwen,Jhin,Rell,0,0.5399999999999999,0.8,0.7819999999999998, POKE
Xin Zhao,Gwen,Varus,Syndra,Rell,1,0.5359999999999999,0.8,0.7819999999999998, POKE
Miss Fortune,Wukong,Gnar,Ryze,Leona,0,0.492,0.8,0.7859999999999999, PEEL
Rumble,Viego,Xayah,Braum,Ahri,1,0.546,0.6,0.8240000000000001,PEEL
Galio,Vi,Jinx,Rell,Malzahar,0,0.514,0.8,0.8039999999999999, POKE
Rumble,Corki,Skarner,Senna,Nautilus,0,0.5660000000000001,0.8,0.752, BURST
Ambessa,Sejuani,Viktor,Jinx,Thresh,1,0.488,0.8,0.7939999999999999, PEEL
Ahri,Xayah,Wukong,Pyke,Ambessa,1,0.514,0.8,0.868,TEAMFIGHT
Vi,Azir,Sivir,Neeko,Sion,0,0.5980000000000001,0.8,0.78, POKE
Taliyah,Senna,Nautilus,K'Sante,Bel'Veth,1,0.472,0.6,0.7659999999999999, SIEGE
Ezreal,Hwei,Leona,Renekton,Viego,0,0.45999999999999996,0.6,0.828,PEEL
Varus,Wukong,Ryze,Jax,Rakan,0,0.5119999999999999,0.6,0.8299999999999998,PEEL
Jhin,Ahri,Viego,Karma,Ornn,1,0.562,0.6,0.818,PEEL
Shen,Tristana,Alistar,Mel,Poppy,1,0.446,0.8,0.7939999999999999, PEEL
Corki,Rell,Ahri,Yorick,Zed,0,0.466,0.6,0.812,PEEL
Maokai,Ezreal,Rell,Gwen,Yasuo,1,0.476,0.6,0.798, PEEL
Varus,Orianna,Sion,Nautilus,Ambessa,0,0.488,0.8,0.76, SIEGE
Miss Fortune,Galio,Viego,Nautilus,Aatrox,0,0.43999999999999995,0.6,0.8019999999999999,PEEL
Taliyah,Vi,Kalista,Sion,Taric,1,0.45599999999999996,0.6,0.792, PEEL
Pantheon,Miss Fortune,Alistar,Camille,Aurelion Sol,1,0.512,0.6,0.8039999999999999, POKE
Varus,Viktor,Sion,Gragas,Jarvan IV,0,0.504,0.8,0.7659999999999999, SIEGE
Sion,Xin Zhao,Azir,Sivir,Lulu,0,0.5720000000000001,0.8,0.7919999999999999, POKE
Taliyah,Senna,Cho'Gath,Lee Sin,Neeko,1,0.556,0.8,0.776, POKE
Miss Fortune,Braum,Azir,Poppy,Yorick,1,0.512,0.8,0.7619999999999999, SIEGE
Leona,Lucian,Ahri,Xin Zhao,Jax,0,0.47000000000000003,0.6,0.852, SIEGE
Tristana,Neeko,Sion,Xin Zhao,Syndra,0,0.5359999999999999,0.8,0.798, POKE
Jayce,Senna,Nautilus,Maokai,Aatrox,1,0.514,0.8,0.774, POKE
Corki,Ivern,Rell,Sylas,Renekton,1,0.44799999999999995,0.8,0.8140000000000001,PEEL
Azir,Xin Zhao,Alistar,Lucian,Yorick,0,0.518,0.8,0.82,PEEL
Pantheon,Syndra,Senna,Warwick,Rell,0,0.48,0.8,0.7879999999999999, PEEL
Taliyah,Vi,Ambessa,Kai'Sa,Rakan,1,0.5519999999999999,0.6,0.842,FLEX
Lucian,Braum,Mel,Wukong,Renekton,1,0.47000000000000003,0.8,0.8140000000000001,PEEL
Ahri,Kai'Sa,Nautilus,Naafiri,K'Sante,0,0.472,0.6,0.8240000000000001,PEEL
Jayce,Smolder,Sejuani,Gragas,Hwei,0,0.48,0.8,0.7879999999999999, PEEL
Senna,Wukong,Rakan,Mel,K'Sante,1,0.52,1.0,0.808, POKE
Hwei,Wukong,Neeko,Olaf,Ahri,0,0.47400000000000003,0.8,0.8319999999999999,FLEX
Leona,Lux,Rek'Sai,Ambessa,Tristana,1,0.5439999999999999,0.6,0.8099999999999999, POKE
Sejuani,Gwen,Yone,Renata Glasc,Xayah,1,0.514,0.6,0.804, POKE
Ezreal,Skarner,Akali,Rakan,Kennen,0,0.514,0.6,0.8240000000000001,PEEL
Yone,Sejuani,Rumble,Nautilus,Jhin,1,0.476,0.6,0.776, PEEL
Neeko,Lee Sin,Nasus,Corki,Alistar,0,0.45999999999999996,0.8,0.7979999999999999, PEEL
Varus,Rell,Galio,Darius,Sejuani,1,0.386,0.8,0.76,SPLIT
Corki,Orianna,Alistar,Ambessa,Trundle,0,0.496,0.8,0.7879999999999999, POKE
Rell,Corki,Renekton,Pantheon,Orianna,0,0.4640000000000001,0.6,0.792, PEEL
Ambessa,Rakan,Ahri,Kai'Sa,Maokai,1,0.542,0.8,0.8400000000000001,FLEX
Varus,Xin Zhao,Ryze,Ornn,Nautilus,0,0.45599999999999996,0.8,0.7699999999999999, SIEGE
Vi,Pantheon,Taliyah,Jayce,Sivir,1,0.598,0.2,0.798,MAPA
Orianna,Nocturne,Yorick,Smolder,Alistar,1,0.37,0.8,0.8099999999999999,ENGAGE
Tristana,Rumble,Sejuani,Jax,Ziggs,0,0.5740000000000001,0.4,0.7899999999999999,MAPA
Senna,Hwei,Leona,Gragas,Viego,1,0.5,0.8,0.79, POKE
Jinx,Viktor,Rell,Nidalee,Trundle,0,0.522,0.6,0.7979999999999998, POKE
Corki,Sion,Rakan,Yone,Ivern,1,0.4880000000000001,0.6,0.818,PEEL
Ezreal,Syndra,Zilean,Dr. Mundo,Zed,0,0.476,0.6,0.8039999999999999,PEEL
Jhin,Gangplank,Naafiri,Vladimir,Thresh,1,0.512,0.2,0.7859999999999999, WOMBOCOMBO
Aphelios,Ahri,Wukong,Shen,Camille,0,0.47400000000000003,0.8,0.8240000000000001,PEEL
Varus,Rell,Mel,Rumble,Pantheon,1,0.536,0.6,0.772, POKE
Miss Fortune,Ahri,Leona,Xin Zhao,Gwen,0,0.546,0.8,0.8119999999999999,PEEL
Pantheon,Mel,Nautilus,Kai'Sa,Gnar,0,0.488,0.6,0.788, PEEL
Ahri,Wukong,Braum,Ezreal,Kennen,1,0.546,0.8,0.8240000000000001,PEEL
Ahri,Vi,Cho'Gath,Kalista,Renata Glasc,1,0.526,0.8,0.8240000000000001,PEEL
Naafiri,Sylas,Galio,Kai'Sa,Rakan,0,0.48200000000000004,0.6,0.852,FLEX
Varus,Lillia,Corki,Alistar,Jayce,0,0.624,0.4,0.8019999999999999,MAPA
Ivern,Leona,Viktor,Sivir,Yorick,1,0.502,0.8,0.7719999999999999, POKE
Xin Zhao,Hwei,Jhin,Renekton,Leona,1,0.45,0.8,0.8059999999999998,PEEL
Taliyah,Vi,Rell,Kalista,Ornn,0,0.45599999999999996,0.6,0.7979999999999999, PEEL
Lucian,Sion,Nami,Orianna,Vi,1,0.504,0.8,0.8019999999999999, POKE
Wukong,Corki,Nautilus,Aatrox,Ryze,0,0.47800000000000004,0.8,0.8019999999999999,PEEL
Varus,Orianna,Xin Zhao,Rell,Ambessa,0,0.5040000000000001,0.8,0.794, POKE
Syndra,Ezreal,Leona,Wukong,Shen,1,0.472,0.8,0.8039999999999999,PEEL
Rumble,Rell,Wukong,Akali,Jhin,0,0.48200000000000004,0.6,0.804,PEEL
Senna,Nautilus,Gwen,Orianna,Trundle,1,0.532,1.0,0.7539999999999999, SIEGE
Rell,Trundle,Ambessa,Syndra,Jinx,1,0.502,0.8,0.7939999999999999, POKE
Skarner,Neeko,Renekton,Sivir,Orianna,0,0.532,0.8,0.7699999999999999, SIEGE
Nocturne,Syndra,Ezreal,Braum,Sion,0,0.48200000000000004,0.6,0.792, PEEL
Senna,Lillia,Nautilus,Akali,Garen,1,0.42200000000000004,0.8,0.798, PEEL
Yone,Sejuani,Yorick,Rell,Sivir,0,0.40599999999999997,0.6,0.7819999999999998,SPLIT
Mel,Miss Fortune,Shyvana,Sion,Alistar,1,0.4720000000000001,0.8,0.7859999999999999, PEEL
Yone,Xin Zhao,Rumble,Varus,Rell,0,0.48200000000000004,0.6,0.8039999999999999,PEEL
Lucian,Sejuani,Nami,Aatrox,Aurora,1,0.51,0.8,0.808, POKE
Rell,Ezreal,Aurora,Skarner,Fiora,1,0.458,0.6,0.7979999999999999, PEEL
Mel,Yone,Neeko,Wukong,Warwick,0,0.454,0.8,0.82,PEEL
Varus,Rumble,Tristana,Alistar,Bel'Veth,1,0.578,0.4,0.806,MAPA
Sivir,Jarvan IV,Ryze,Aatrox,Renata Glasc,0,0.5359999999999999,0.8,0.7939999999999999, POKE
Senna,Leona,Xin Zhao,Poppy,Hwei,1,0.442,1.0,0.79, PEEL
Ziggs,Nautilus,Trundle,Ambessa,Yasuo,0,0.458,0.6,0.7739999999999999, PEEL
Neeko,Ezreal,Sion,Amumu,Azir,1,0.5860000000000001,0.8,0.78, POKE
Ashe,Elise,Camille,Wukong,Sylas,0,0.48199999999999993,1.0,0.836,FLEX
Jayce,Sejuani,Gwen,Ezreal,Poppy,1,0.5660000000000001,0.6,0.7859999999999999, POKE
Pantheon,Yorick,Aurora,Rell,Jhin,0,0.47000000000000003,0.6,0.7719999999999999, PEEL
Yone,Brand,Rell,Aphelios,Ambessa,1,0.514,0.6,0.7939999999999998, POKE
Ivern,Syndra,Alistar,Sylas,Jayce,0,0.52,0.8,0.8099999999999999, POKE
Xin Zhao,Lucian,Viktor,Milio,Fiora,0,0.5439999999999999,0.6,0.8379999999999999,FLEX
Miss Fortune,Trundle,Neeko,Aurelion Sol,Kennen,1,0.612,0.8,0.7639999999999999, BURST
Vi,Yorick,Ahri,Kalista,Renata Glasc,1,0.514,0.8,0.8300000000000001,PEEL
Varus,Xin Zhao,Sion,Vladimir,Rakan,0,0.466,0.6,0.8019999999999999,PEEL
Lucian,Gwen,Braum,Tristana,Sejuani,0,0.5559999999999999,0.6,0.798, POKE
Miss Fortune,Nautilus,Rumble,Orianna,Trundle,1,0.532,0.8,0.758, SIEGE
Neeko,Hwei,Caitlyn,Skarner,Gnar,1,0.55,0.8,0.766, SIEGE
Ryze,Alistar,Jhin,Maokai,Ambessa,0,0.49800000000000005,0.8,0.7779999999999999, POKE
Rumble,Jarvan IV,Ryze,Varus,Braum,1,0.53,0.8,0.7659999999999999, SIEGE
Gwen,Trundle,Galio,Lucian,Milio,0,0.5439999999999999,0.8,0.794, POKE
Azir,Kalista,Renata Glasc,Sejuani,Jax,0,0.554,0.6,0.808, POKE
Ahri,Pantheon,Yorick,Rakan,Xayah,1,0.514,0.6,0.8459999999999999,FLEX
Viktor,Smolder,Nautilus,Ornn,Kindred,0,0.42000000000000004,0.8,0.786, PEEL
Senna,Xin Zhao,Sion,Alistar,Cassiopeia,1,0.472,1.0,0.7739999999999999, PEEL
Ahri,Ezreal,Karma,Wukong,Gwen,1,0.6260000000000001,0.8,0.8460000000000001, PEEL
Kalista,Azir,Renata Glasc,Naafiri,Aurora,0,0.646,0.6,0.808,PEEL
Rumble,Poppy,Miss Fortune,Leona,Ryze,1,0.524,0.8,0.7639999999999999, SIEGE
Lucian,Pantheon,K'Sante,Rell,Galio,0,0.398,0.6,0.7939999999999999,SPLIT
Varus,Sion,Rakan,Corki,Zyra,0,0.604,0.6,0.784, POKE
Alistar,Yorick,Jhin,Lillia,Orianna,1,0.48,0.8,0.7939999999999999, PEEL
Kai'Sa,Ambessa,Sylas,Sett,Trundle,0,0.45599999999999996,0.8,0.8380000000000001, SIEGE
Sejuani,Jayce,Yone,Xayah,Bard,1,0.556,0.4,0.8240000000000001, BURST
Vi,Sion,Azir,Xayah,Rakan,1,0.562,0.8,0.828,PEEL
Taliyah,Xin Zhao,Ambessa,Varus,Neeko,0,0.5780000000000001,0.6,0.7939999999999999, POKE
Rumble,Viktor,Miss Fortune,Skarner,Rell,0,0.524,0.8,0.758, SIEGE
K'Sante,Ryze,Wukong,Ezreal,Alistar,1,0.466,0.8,0.8160000000000001,PEEL
Lucian,Nami,Cho'Gath,Tristana,Maokai,0,0.546,0.6,0.796, POKE
Senna,Yorick,Nautilus,Aurora,Trundle,1,0.462,1.0,0.7539999999999999, SIEGE
Varus,Cassiopeia,Alistar,Cho'Gath,Xin Zhao,1,0.47800000000000004,0.8,0.774, PEEL
Ryze,Pantheon,Senna,Yorick,Rell,0,0.47000000000000003,0.8,0.7719999999999999, PEEL
Gwen,Lucian,Milio,Maokai,Corki,0,0.636,0.6,0.792, POKE
Kalista,Renata Glasc,Sett,Wukong,Annie,1,0.512,0.8,0.812,PEEL
Azir,Trundle,Renekton,Kai'Sa,Nautilus,1,0.514,0.8,0.796, POKE
Taliyah,Ezreal,Nidalee,Poppy,Bard,0,0.5720000000000001,0.4,0.8139999999999998, BURST
Naafiri,Shen,Viktor,Braum,Kog'Maw,0,0.466,0.6,0.776, PEEL
Ambessa,Skarner,Sivir,Sylas,Rakan,1,0.49800000000000005,0.8,0.8139999999999998,PEEL
Leona,Ziggs,Tristana,Lee Sin,Gragas,1,0.556,0.6,0.79, POKE
Gnar,Sejuani,Akali,Zeri,Lulu,0,0.45600000000000007,0.6,0.8200000000000001,PEEL
Gwen,Sejuani,Yone,Jhin,Rell,0,0.476,0.6,0.782, PEEL
Taliyah,Trundle,Rumble,Varus,Alistar,1,0.522,0.6,0.772, POKE
Viktor,Wukong,Camille,Caitlyn,Morgana,0,0.61,0.8,0.796, POKE
Sion,Xin Zhao,Ryze,Senna,Tahm Kench,1,0.466,1.0,0.776, PEEL
Pantheon,Annie,Elise,Ezreal,Kennen,0,0.558,0.6,0.7959999999999999, POKE
Renekton,Ahri,Nocturne,Xayah,Rakan,1,0.5279999999999999,0.6,0.8720000000000001,TEAMFIGHT
Azir,Jhin,Rell,Naafiri,Sion,1,0.534,0.6,0.78, POKE
Varus,Rumble,Poppy,Ahri,Renata Glasc,0,0.568,0.8,0.7860000000000001, POKE
Ryze,Trundle,Kai'Sa,Alistar,Renekton,1,0.45599999999999996,0.8,0.8099999999999999,PEEL
Yone,Sejuani,Ezreal,Rakan,Gragas,0,0.49800000000000005,0.6,0.8300000000000001,PEEL
Taliyah,Xin Zhao,Aatrox,Braum,Tristana,1,0.47800000000000004,0.6,0.82,PEEL
Ambessa,Pantheon,Sylas,Smolder,Leona,0,0.35600000000000004,0.8,0.8219999999999998,ENGAGE
Nautilus,Ornn,Corki,Orianna,Jarvan IV,1,0.45600000000000007,0.8,0.764, SIEGE
Jayce,Senna,Tahm Kench,Lillia,Aurora,0,0.592,0.8,0.7859999999999999, POKE
Neeko,Caitlyn,Annie,K'Sante,Nocturne,1,0.5740000000000001,0.6,0.772, POKE
Lucian,Skarner,Nami,Viktor,Fiora,0,0.496,0.6,0.8019999999999999, POKE
Vi,Ahri,Miss Fortune,Galio,Alistar,0,0.488,0.8,0.8240000000000001,PEEL
Taliyah,Xin Zhao,Rumble,Jhin,Rakan,1,0.5879999999999999,0.6,0.8079999999999998, POKE
Varus,Trundle,Ambessa,Orianna,Renata Glasc,1,0.5439999999999999,0.8,0.7719999999999999, POKE
Sion,Ryze,Naafiri,Rell,Senna,0,0.476,0.8,0.776, PEEL
Neeko,Kai'Sa,Yorick,Akali,Wukong,0,0.476,0.6,0.826,PEEL
Kalista,Nautilus,Gnar,Sylas,Poppy,1,0.418,0.8,0.798, PEEL
Ezreal,Bard,Pantheon,K'Sante,Syndra,0,0.52,0.6,0.8099999999999999, POKE
Karma,Caitlyn,Sejuani,Aurora,Aatrox,1,0.576,0.8,0.8019999999999999, POKE
Azir,Rumble,Trundle,Senna,Nautilus,0,0.5900000000000001,1.0,0.7579999999999999, BURST
Varus,Ahri,Ryze,Jarvan IV,Rell,1,0.536,0.8,0.798, POKE
Neeko,Xin Zhao,Sion,Aphelios,Lulu,0,0.476,0.8,0.788, PEEL
Lucian,Sejuani,Nami,Aatrox,Orianna,1,0.51,0.8,0.808, POKE
Taliyah,Jax,Kai'Sa,Wukong,Rakan,1,0.5119999999999999,0.4,0.852, SPLIT
Yorick,Viktor,Poppy,Alistar,Corki,0,0.44400000000000006,0.8,0.776, PEEL
Naafiri,Sivir,Braum,Jayce,LeBlanc,1,0.554,0.2,0.8059999999999998, BURST
Ezreal,Leona,Ziggs,Viego,K'Sante,0,0.5279999999999999,0.4,0.79,MAPA
Vi,Ahri,Smolder,Braum,Nidalee,0,0.43600000000000005,0.8,0.834, SIEGE
Taliyah,Senna,Pantheon,Leona,Gwen,1,0.54,0.6,0.7719999999999999, POKE
Yorick,Wukong,Annie,Rell,Jhin,1,0.47000000000000003,0.8,0.768, SIEGE
Vi,Rumble,Ahri,Senna,Alistar,0,0.546,1.0,0.8200000000000001,PEEL
Rumble,Xin Zhao,Ryze,Ezreal,Nautilus,1,0.5399999999999999,0.8,0.7979999999999999, POKE
Aurora,Jhin,Jax,Ornn,Rakan,0,0.506,0.6,0.8019999999999999, POKE
Taliyah,Pantheon,Jayce,Miss Fortune,Nautilus,1,0.582,0.2,0.7740000000000001,MAPA
Poppy,Viktor,Ezreal,Rakan,Ornn,0,0.49800000000000005,0.8,0.8019999999999999, POKE
Jayce,Kai'Sa,Neeko,Poppy,Hwei,0,0.606,0.6,0.7939999999999999, POKE
Ambessa,Corki,Alistar,Wukong,Annie,1,0.504,0.8,0.796, POKE
Kalista,Trundle,Ashe,Cho'Gath,Cassiopeia,1,0.602,0.8,0.7619999999999999, BURST
Sion,Renata Glasc,Smolder,Ryze,Naafiri,0,0.414,0.8,0.792, PEEL
Galio,Kindred,Lucian,Gragas,Bard,0,0.558,0.6,0.82,PEEL
Renekton,Tristana,Zyra,Miss Fortune,Blitzcrank,1,0.59,0.6,0.8019999999999999, POKE
Varus,Camille,Galio,Skarner,Elise,1,0.44000000000000006,0.8,0.786, PEEL
Ambessa,Leona,Ziggs,Nocturne,Corki,0,0.5660000000000001,0.4,0.784,MAPA
Jinx,Aurora,Braum,K'Sante,Maokai,1,0.44000000000000006,0.8,0.77, SIEGE
Akali,Renekton,Sejuani,Tristana,Milio,0,0.47000000000000003,0.6,0.8320000000000001, SIEGE
Rumble,Jhin,Bel'Veth,Mel,Alistar,1,0.5519999999999999,0.6,0.7839999999999999, POKE
Varus,Yone,Gwen,Xin Zhao,Nautilus,0,0.48200000000000004,0.6,0.7979999999999999, PEEL
Rumble,Nautilus,Senna,Trundle,Orianna,0,0.532,1.0,0.7539999999999999, SIEGE
Galio,Ezreal,Rell,Wukong,Ahri,1,0.488,0.8,0.8299999999999998,PEEL
Varus,Wukong,Orianna,Taric,Ornn,1,0.45599999999999996,0.8,0.7699999999999999, SIEGE
Pantheon,Taliyah,Miss Fortune,Nautilus,Gnar,0,0.492,0.4,0.7700000000000001, TEAMFIGHT
Rumble,Varus,Naafiri,Alistar,Taliyah,1,0.54,0.4,0.7939999999999999,MAPA
Sion,Xin Zhao,Miss Fortune,Leona,Ahri,0,0.472,0.8,0.8059999999999998,PEEL
Rell,Xin Zhao,Hwei,Ezreal,Sion,0,0.442,0.8,0.8059999999999998,PEEL
Alistar,Orianna,Vi,Miss Fortune,Shen,1,0.466,0.8,0.798, PEEL
Vi,Taliyah,Ambessa,Tristana,Neeko,1,0.5780000000000001,0.6,0.8160000000000001,PEEL
Ahri,Naafiri,Renekton,Kai'Sa,Bard,0,0.5279999999999999,0.6,0.8620000000000001,TEAMFIGHT
Jayce,Maokai,Azir,Renata Glasc,Ashe,1,0.6780000000000002,0.8,0.7619999999999999, POKE
Rell,Trundle,Yorick,Akali,Jhin,0,0.404,0.6,0.782,SPLIT
Varus,Vi,Neeko,Renekton,Alistar,1,0.46399999999999997,0.8,0.8099999999999999,PEEL
Jhin,Xin Zhao,Rakan,Syndra,K'Sante,0,0.52,0.8,0.808, POKE
Ahri,Xin Zhao,Rell,Kai'Sa,Camille,1,0.502,0.8,0.8460000000000001,FLEX
Vi,Lucian,Nami,Neeko,Jax,0,0.512,0.6,0.8300000000000001,PEEL
Varus,Trundle,Ryze,Renekton,Maokai,1,0.45599999999999996,0.8,0.77, SIEGE
Tristana,Viego,Annie,Nautilus,Kennen,0,0.54,0.6,0.784, POKE
Rell,Miss Fortune,Viktor,Dr. Mundo,Sion,1,0.454,0.8,0.7579999999999999, SIEGE
Jinx,Orianna,Braum,Maokai,Gnar,0,0.466,0.8,0.7699999999999999, SIEGE
Ahri,Naafiri,Cho'Gath,Sivir,Alistar,0,0.49800000000000005,0.6,0.8140000000000001,PEEL
Varus,Pantheon,Gwen,Mel,Rakan,1,0.584,0.6,0.7979999999999999, POKE
Sejuani,Renekton,Leona,Kalista,Viktor,0,0.44800000000000006,0.8,0.798, PEEL
Naafiri,Ezreal,Shen,Bard,Syndra,1,0.53,0.6,0.82,PEEL
Pantheon,Galio,Varus,Nautilus,Ahri,0,0.47800000000000004,0.6,0.792, PEEL
Rumble,Xin Zhao,Miss Fortune,Rakan,Mel,1,0.5940000000000001,0.8,0.812,PEEL
Azir,Poppy,Jhin,Rell,Ambessa,1,0.556,0.8,0.7759999999999999, POKE
Hwei,Wukong,Ezreal,Leona,Yorick,0,0.446,0.8,0.8119999999999999,PEEL
Yone,Sejuani,Rakan,Kai'Sa,Gnar,0,0.466,0.6,0.8300000000000001,PEEL
Xin Zhao,Rell,Mel,Sivir,Malphite,1,0.472,0.8,0.7819999999999998, PEEL
Ivern,Leona,Azir,Lucian,Jayce,0,0.662,0.6,0.8020000000000002,PEEL
Miss Fortune,Taliyah,Pantheon,Alistar,Yorick,1,0.47000000000000003,0.4,0.7879999999999999, WOMBOCOMBO
Vi,Ambessa,Rell,Ezreal,Viktor,1,0.514,0.8,0.8160000000000001,PEEL
Wukong,Sion,Xayah,Taric,Swain,0,0.45600000000000007,0.8,0.792, PEEL
Rumble,Pantheon,Rell,Yone,Sivir,1,0.492,0.4,0.7939999999999999, WOMBOCOMBO
Gwen,Varus,Xin Zhao,Leona,Akali,0,0.4720000000000001,0.6,0.804,PEEL
Rumble,Smolder,Nautilus,Wukong,Azir,1,0.488,1.0,0.796, PEEL
Ambessa,Senna,Leona,Viego,Syndra,0,0.53,0.8,0.7939999999999999, POKE
Xin Zhao,Lucian,Nami,Galio,Jax,1,0.454,0.6,0.8300000000000001,PEEL
Orianna,Corki,Nocturne,Blitzcrank,Gnar,0,0.508,0.6,0.7859999999999999, POKE
Gwen,Hwei,Sivir,Wukong,Nautilus,1,0.516,0.8,0.784, POKE
Viktor,Ezreal,Jax,Naafiri,Renata Glasc,0,0.532,0.4,0.826, BURST
Ahri,Naafiri,Ezreal,Fiddlesticks,Yorick,0,0.502,0.6,0.8299999999999998,PEEL
Wukong,Lucian,Sylas,Rakan,Irelia,1,0.48200000000000004,0.6,0.874,TEAMFIGHT
Naafiri,Sylas,Sion,Tristana,Karma,1,0.49799999999999994,0.6,0.836,FLEX
Nocturne,Ahri,Garen,Caitlyn,Nami,0,0.558,0.6,0.8160000000000001,PEEL
Neeko,Vi,Jinx,Sion,Cassiopeia,0,0.5359999999999999,0.8,0.784, POKE
Senna,Rell,Ryze,Dr. Mundo,Camille,1,0.49400000000000005,1.0,0.776, PEEL
Varus,Diana,Braum,Sion,Ahri,0,0.48200000000000004,0.6,0.778, PEEL
Ezreal,Wukong,Rakan,Renekton,Galio,1,0.46399999999999997,0.8,0.8459999999999999, SIEGE
Varus,Vi,Rumble,Zed,Alistar,1,0.472,0.6,0.8160000000000001,PEEL
Xin Zhao,Taliyah,Ezreal,Rell,K'Sante,0,0.466,0.6,0.8039999999999999,PEEL
Pantheon,Lucian,Aurora,Rell,K'Sante,0,0.45599999999999996,0.6,0.7939999999999999, PEEL
Volibear,Senna,Leona,Viktor,Aatrox,1,0.472,1.0,0.782, PEEL
Ahri,Sion,Wukong,Xayah,Rakan,0,0.51,0.8,0.85,FLEX
Sejuani,Jayce,Ryze,Miss Fortune,Poppy,1,0.5660000000000001,0.6,0.768, BURST
Nocturne,Karma,Jhin,Renekton,LeBlanc,1,0.526,0.4,0.8399999999999999, SPLIT
Azir,Neeko,Kalista,Rengar,Gnar,0,0.614,0.6,0.808, POKE
Taliyah,Lucian,Milio,Sejuani,Renekton,0,0.528,0.6,0.8099999999999999, POKE
Varus,Ambessa,Nautilus,Kayle,Trundle,1,0.44799999999999995,0.6,0.782, PEEL
Gwen,Xayah,Rakan,Viego,Mel,1,0.594,0.6,0.8300000000000001,PEEL
Naafiri,Ryze,Smolder,Alistar,Annie,0,0.44000000000000006,0.8,0.7959999999999999, PEEL
Gwen,Xin Zhao,Ahri,Lucian,Alistar,0,0.536,0.8,0.842,FLEX
Vi,Taliyah,Jax,Xayah,Rakan,1,0.5119999999999999,0.4,0.852, SPLIT
Yorick,Poppy,Viktor,Jhin,Rell,1,0.454,0.8,0.76, SIEGE
Azir,Kalista,Lillia,Renekton,Neeko,0,0.6060000000000001,0.8,0.8240000000000001,PEEL
Pantheon,Fiora,Annie,Jinx,Nautilus,1,0.46399999999999997,0.4,0.796, WOMBOCOMBO
Wukong,Sion,Akali,Caitlyn,Braum,0,0.43200000000000005,0.6,0.796, PEEL
Varus,Ryze,Viego,Kennen,Blitzcrank,1,0.556,0.6,0.782, POKE
Ezreal,Jarvan IV,Orianna,Gnar,Leona,0,0.492,0.8,0.7939999999999999, PEEL
Gwen,Ezreal,Wukong,Rell,Ahri,0,0.546,0.8,0.8299999999999998,PEEL
Renekton,Varus,Sejuani,Nautilus,Mel,1,0.454,0.8,0.7700000000000001, SIEGE
Rumble,Xayah,Kayle,Rakan,Pantheon,1,0.53,0.4,0.836, SPLIT
Aatrox,Vi,Akali,Caitlyn,Leona,0,0.454,0.6,0.8299999999999998,PEEL
Ambessa,Trundle,Taliyah,Ashe,Braum,0,0.512,0.8,0.7659999999999999, SIEGE
Shen,Nunu & Willump,Smolder,Jhin,Bard,1,0.44000000000000006,0.8,0.7859999999999999, PEEL
Rumble,Xin Zhao,Senna,Nautilus,Galio,0,0.48200000000000004,1.0,0.776, PEEL
Pantheon,Gwen,Ahri,Lucian,Rell,1,0.536,0.6,0.8200000000000001,PEEL
Azir,Varus,Skarner,Braum,Ornn,0,0.49800000000000005,0.8,0.746, SIEGE
Rumble,Poppy,Jhin,Alistar,Ahri,1,0.53,0.8,0.798, POKE
Vi,Jax,Kai'Sa,Ryze,Leona,0,0.46399999999999997,0.6,0.826,PEEL
Yorick,Poppy,Xayah,Blitzcrank,Annie,1,0.4600000000000001,0.8,0.768, SIEGE
